Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Kaarina,Järvenpää,Agricolanbulevardi 2,Kauhajoki,12129,Finland,FI,19930429-3174,+358,(+358) 179372670,1993-04-29,True
Lennart,Englund,Aspgränd 5,Uddevalla,30421,Sverige,SE,19641012-4636,+46,08-945 202 72,1964-10-12,True
Ellen,Tangen,Christensengropa 7,Dahl,3073,Norge,NO,19690410-6751,+47,+4745735322,1969-04-10,True
Laurie,Wilson,Robert Expressway 7257,Wongstad,47772,Danmark,DK,19760228-0805,+45,345-882-8219x2890,1976-02-28,True
David,Gilbert,Pierce Knolls 8536,Williamsview,31201,Danmark,DK,19850317-3601,+47,7294320003,1985-03-17,True
Pär,Ericsson,Ringgatan 9,Karlskrona,92218,Sverige,SE,19840509-0147,+46,0000-82 90 50,1984-05-09,True
Curtis,Garcia,Greer Wall 89951,Jonathanside,97880,Danmark,DK,19801202-9643,+45,(277)554-4436,1980-12-02,True
Amanda,Backman,Gadolinintie 6,Lapinjärvi,02226,Finland,FI,19920507-675K,+358,+358024666629,1992-05-07,True
Sigurd,Christensen,Lienekra 3,Ahmed,7481,Norge,NO,19921215-2303,+47,48287481,1992-12-15,True
Carina,Nilsson,Strandvägen 257,Växjö,72172,Sverige,SE,19720121-1815,+46,+46 (0)77 51 84 30,1972-01-21,True
Patrik,Bergström,Genvägen 35,Västerås,47853,Sverige,SE,19550714-8022,+46,089-25 34 64,1955-07-14,True
Rebecca,Johnson,Thomas Court 213,East Dianachester,54748,Danmark,DK,19831114-6289,+45,666-456-4365,1983-11-14,True
Tone,Haug,Mathisenmarka 94C,Danielsen,2965,Norge,NO,19890113-1996,+47,+4754388446,1989-01-13,True
Samuel,Hakkarainen,Sadebulevardi 72,Kivijärvi,24076,Finland,FI,19860625-747X,+358,+358 645985589,1986-06-25,True
Erkki,Nousiainen,Bertel Jungin kuja 781,Riihimäki,88323,Finland,FI,19680423-485E,+358,+358 930516325,1968-04-23,True
Anna,Åström,Industrivägen 57,Mölndal,19560,Sverige,SE,19860228-5145,+46,088-49 70 90,1986-02-28,True
Juhani,Partanen,Fallkullanpolku 759,Pyhäntä,76402,Finland,FI,19640407-093A,+358,073 434 0496,1964-04-07,True
Bjørn,Mikkelsen,Tveitekra 66A,Jørgensen,0597,Norge,NO,19660510-0590,+47,+47 21 63 13 87,1966-05-10,True
Linnea,Lindqvist,Industrigränd 3,Växjö,41605,Sverige,SE,19910302-9386,+46,080-535 22 33,1991-03-02,True
Per,Jonsson,Backtorget 03,Kalmar,52178,Sverige,SE,19930207-0677,+46,0542-78 53 15,1993-02-07,True
Ulrika,Jansson,Ängsgränd 9,Luleå,92254,Sverige,SE,19601113-3263,+46,08-418 575 10,1960-11-13,True
Greta,Knutsson,Fabriksvägen 7,Ängelholm,88052,Sverige,SE,19610910-1677,+46,054-68 16 40,1961-09-10,True
Valdemar,Carlsson,Industrivägen 0,Norrköping,37134,Sverige,SE,19550311-5499,+46,08-54 31 33,1955-03-11,True
Tove,Johannessen,Haugebråten 9,Oleås,0008,Norge,NO,19831003-4786,+47,05895939,1983-10-03,True
Stig,Fredriksen,Evensenspranget 63F,Ødegård,3701,Norge,NO,19421016-9900,+47,52 21 46 53,1942-10-16,True
Grethe,Karlsen,Thorsenåsen 73D,Jacobsen,3014,Norge,NO,19881129-7396,+47,+4700312898,1988-11-29,True
Antero,Jokinen,Otermankuja 26,Kalajoki,68671,Finland,FI,19541116-666C,+358,+358 911060180,1954-11-16,True
Brian,Fitzgerald,Jacqueline Curve 81505,South Veronica,72461,Danmark,DK,19781230-5970,+45,+1-754-865-6815,1978-12-30,True
Iris,Nilsson,Parkvägen 67,Sandviken,79694,Sverige,SE,19920117-1548,+46,0135-11 83 58,1992-01-17,True
Kenneth,Bergqvist,Kyrkogatan 3,Varberg,95846,Sverige,SE,19540420-7613,+46,0589-285 84,1954-04-20,True
Arvid,Johansson,Backstigen 54,Uppsala,14727,Sverige,SE,19620405-1885,+46,+46 (0)8 283 139 40,1962-04-05,True
Siv,Kristensen,Andersenalléen 61,Idaøy,0759,Norge,NO,19730622-4522,+47,933 32 254,1973-06-22,True
Tony,Nord,Backstigen 0,Ängelholm,19439,Sverige,SE,19411010-8538,+46,+46 (0)018 012 18,1941-10-10,True
Randi,Nguyen,Amundsentoppen 6,Eide,7073,Norge,NO,19700323-4033,47,78135283,1970-03-23,True
Helena,Laakso,Rapakiventie 22,Lieto,04717,Finland,FI,19740314-789X,+358,074 831 8622,1974-03-14,True
Margareta,Andersson,Industrigatan 4,Karlstad,55467,Sverige,SE,19630611-3726,+46,08-115 228 61,1963-06-11,True
Trine,Mikkelsen,Svendsenfaret 075,Øyvindberg,5099,Norge,NO,19980109-6561,+47,89 52 96 53,1998-01-09,True
Anders,Bergman,Parkvägen 953,Borås,87872,Sverige,SE,19460412-1325,+46,0622-607 40,1946-04-12,True
Gustav,Lundin,Genvägen 5,Helsingborg,72478,Sverige,SE,19880718-4404,+46,041-757 63 39,1988-07-18,True
Antero,Kumpulainen,Orvokkikatu 6,Kihniö,64648,Finland,FI,19580822-143L,+358,+358 755439395,1958-08-22,True
Julia,Alm,Fabrikstorget 0,Västerås,66776,Sverige,SE,19931126-7395,+46,094-24 30 72,1993-11-26,True
Juhani,Kallio,Rantavarastontie 89,Simo,10299,Finland,FI,19620419-8077,+358,+358918960372,1962-04-19,True
Karolina,Ek,Kyrkvägen 41,Sandviken,88561,Sverige,SE,19430416-5430,+46,08-48 62 70,1943-04-16,True
Alice,Carlsson,Trädgårdsvägen 85,Borås,89508,Sverige,SE,19761014-2703,+46,08-43 79 00,1976-10-14,True
Britt,Aune,Birkelandskogen 2,Birkeland,5294,Norge,NO,19790117-8599,+47,+4727109846,1979-01-17,True
Richard,Wang,Waller Overpass 533,Pachecomouth,04959,Danmark,DK,19610912-6419,+45,001-277-764-4502x8210,1961-09-12,True
Marte,Helland,Myhrefaret 9,Rønning,1485,Norge,NO,19570417-2636,+47,98878792,1957-04-17,True
Hanna,Mäenpää,Agronominpolku 73,Raasepori,95449,Finland,FI,19500709-390K,+358,+358 522945120,1950-07-09,True
Alison,Santiago,Louis Plains 4329,Caseyborough,18361,Danmark,DK,19481012-6029,+45,+1-950-338-6772,1948-10-12,True
Andreas,Bengtsson,Kyrkogatan 2,Sandviken,77900,Sverige,SE,19530304-8815,+46,0215-45 63 03,1953-03-04,True
Gunnel,Isaksson,Gentorget 2,Skövde,44161,Sverige,SE,19710315-8960,+46,0510-395 13,1971-03-15,True
Brandy,Vaughan,Wendy Grove 1442,Scottbury,97437,Danmark,DK,19770303-7593,+358,+1-555-494-9962x7320,1977-03-03,True
Kari,Aas,Johnsenmarka 975,Isaksen,4479,Norge,NO,19610911-5577,+47,+4777026406,1961-09-11,True
Astrid,Carlsson,Villavägen 895,Mölndal,93807,Sverige,SE,19840928-3150,+46,+46 (0)36 83 07 11,1984-09-28,True
Juhani,Kettunen,Neonpolku 08,Multia,22073,Finland,FI,19840508-8681,+358,(+358) 593268849,1984-05-08,True
Richard,Clay,Perry Passage 26139,North Paulhaven,53966,Danmark,DK,19840307-1363,+45,(444)427-8551,1984-03-07,True
Tellervo,Sallinen,Biologinkatu 0,Lapinjärvi,72642,Finland,FI,19601029-679C,+358,+358 588757583,1960-10-29,True
Elisabeth,Björklund,Ringtorget 2,Piteå,32713,Sverige,SE,19530327-4123,+46,08-947 477 44,1953-03-27,True
Bror,Lindblad,Björkgatan 28,Uppsala,60613,Sverige,SE,19670209-4832,+46,0127-103 39,1967-02-09,True
Conny,Johansson,Ringvägen 112,Uddevalla,53035,Sverige,SE,19900516-3731,+46,061-70 53 87,1990-05-16,True
Sylvia,Petersson,Skolgatan 921,Västerås,43428,Sverige,SE,19960501-0574,+46,+46 (0)22 96 05 10,1996-05-01,True
Eli,Helland,Halvorsengropa 69,Eriksen,4089,norge,NO,19691117-5756,+47,35765371,1969-11-17,True
Charles,Martinez,Robertson Fort 2436,Carolmouth,75628,Danmark,DK,19970714-5818,+45,5419720303,1997-07-14,True
Jan,Aasen,Andersenbråten 76,Ali,2990,Norge,NO,19491023-7443,+47,45134531,1949-10-23,True
Ivar,Eliassen,Mikkelsenstykket 30F,Edvardsen,1303,Norge,NO,19990723-5872,+47,+4721479521,1999-07-23,True
Nina,Korhonen,Eljaksenkuja 858,Säkylä,35335,Finland,FI,19430306-255W,+358,+358 795094392,1943-03-06,True
Karin,Göransson,Villagatan 952,Kalmar,79020,Sverige,SE,19520413-6372,+46,025-03 79 54,1952-04-13,True
Yvonne,Johansson,Skolvägen 5,Västerås,18907,Sverige,SE,19950809-0607,+46,022-15 51 89,1995-08-09,True
Stein,Aas,Næssplassen 1,Asbjørnmark,8209,Norge,NO,19760609-6310,+47,98015692,1976-06-09,True
Anna,Gunnarsson,Parkgatan 6,Jönköping,85162,Sverige,SE,19880504-4648,+46,08-940 73 13,1988-05-04,True
Kurt,Johansson,Åkergatan 21,Skövde,64180,Sverige,SE,19731014-3107,+46,0127-22 74 67,1973-10-14,True
Jukka,Viljanen,Walentin Chorellin kuja 342,Keitele,90532,Finland,FI,19640218-605B,+358,+358743614144,1964-02-18,True
Michael,Davidson,Larry Station 612,Chambersstad,97279,Danmark,DK,19740407-8973,+45,249-743-2952x24045,1974-04-07,True
Ellen,Andreassen,Tveitskogen 4,Geirås,8180,Norge,NO,19621201-3608,+47,476 12 387,1962-12-01,True
Elisabeth,Myklebust,Andreassenlia 4,Tangen,1255,Norge,NO,19630709-6593,+47,414 41 727,1963-07-09,True
Anna,Olofsson,Åkerstigen 112,Piteå,15038,Sverige,SE,19541205-7241,+46,08-936 892 91,1954-12-05,True
Veronica,Johansson,Parkgränd 01,Göteborg,39003,Sverige,SE,19840728-4722,+46,08-08 53 78,1984-07-28,True
John,Engström,Skolvägen 2,Lidingö,15091,Sverige,SE,19950223-8443,+46,08-890 14 91,1995-02-23,True
Kristoffer,Söderström,Asptorget 2,Uppsala,29137,Sverige,SE,19571014-9050,+46,0997-09 91 45,1957-10-14,True
Anne,Myhre,Johansenrøa 512,Gundersen,6250,Norge,NO,19821029-7559,+47,98231605,1982-10-29,True
Trine,Ali,Arnesenstien 6,Bakke,7151,Norge,NO,19560315-6570,+47,969 74 956,1956-03-15,True
Ingrid,Nilsson,Järnvägsgatan 977,Stockholm,35473,Sverige,SE,19720102-1249,+46,08-326 412 06,1972-01-02,True
Maria,Franzén,Furugatan 25,Motala,13624,Sverige,SE,19611223-9143,+46,0684-23 50 85,1961-12-23,True
Kåre,Knudsen,Eliassentoppen 3,Arnesen,2390,Norge,NO,19520602-6913,+47,476 16 791,1952-06-02,True
Kjell,Persson,Skolvägen 118,Kalmar,83195,Sverige,SE,19701229-3537,+46,0002-34 20 15,1970-12-29,True
Emma,Hagen,Sæthermarka 8C,Myhre,0689,Norge,NO,19850425-3375,+47,74 27 53 73,1985-04-25,True
Eva,Mattsson,Grangatan 86,Landskrona,49350,Sverige,SE,19631026-2846,+46,005-05 27 51,1963-10-26,True
Sara,Daugherty,Elliott Ways 6979,Mendozamouth,97640,Danmark,DK,19461021-1973,+45,248.506.6207x866,1946-10-21,True
Karl,Pettersson,Ringgatan 7,Göteborg,83191,Sverige,SE,19841126-7086,+46,0725-31 01 52,1984-11-26,True
Anneli,Andersson,Bäckstigen 854,Växjö,50770,Sverige,SE,19400422-9722,+46,0785-046 69,1940-04-22,True
Anna-Lena,Olausson,Kyrkostigen 242,Södertälje,35390,Sverige,SE,19820216-3661,+46,+46 (0)07 08 69 16,1982-02-16,True
Maria,Tveit,Sørensenskogen 77D,Heidiby,4611,Norge,NO,19861205-3937,+47,25991450,1986-12-05,True
Ivar,Jakobsen,Pedersenskrenten 39E,Torillfjell,4692,Norge,NO,19440107-6928,+47,42491005,1944-01-07,True
Cameron,Rasmussen,Garcia Landing 537,Shaneborough,05269,Danmark,DK,19500529-0273,+45,001-440-293-5263,1950-05-29,True
Magnus,Lie,Eriksenalléen 6,Håvardgrunn,9284,Norge,NO,19700219-6720,+47,926 93 980,1970-02-19,True
Olof,Isaksson,Ringtorget 755,Malmö,73577,Sverige,SE,19440406-6462,+46,+46 (0)8 717 668 53,1944-04-06,True
Stian,Lien,Thorsenekra 8,Randines,5015,Norge,NO,19670620-2763,+47,488 56 985,1967-06-20,True
Anders,Johansson,Kvarngränd 96,Karlstad,73445,Sverige,SE,19900604-9784,+46,08-47 30 39,1990-06-04,True
Ulrika,Lundgren,Skogsgränd 567,Skellefteå,32565,Sverige,SE,19800626-1636,+46,08-748 017 53,1980-06-26,True
Gunn,Gundersen,Andresenhaugen 7,Sigurdby,0226,Norge,NO,19731006-5897,+47,974 26 077,1973-10-06,True
Camilla,Olofsson,Fabriksgatan 18,Linköping,31982,Sverige,SE,19620518-7017,+46,0886-493 51,1962-05-18,True
Birger,Johansson,Järnvägsgatan 2,Växjö,56362,Sverige,SE,19820213-6729,+46,0194-754 74,1982-02-13,True
Fredrik,Ekström,Furuvägen 207,Halmstad,53892,Sverige,SE,19780907-3062,+46,0386-40 59 50,1978-09-07,True
Elisabeth,Andersson,Villatorget 283,Lidingö,39835,Sverige,SE,19641024-8250,+46,08-246 51 67,1964-10-24,True
Bryan,Wagner,Danielle Hills 69048,West Rogertown,08511,Danmark,DK,19850918-9845,+45,001-228-357-6129x938,1985-09-18,True
Sindre,Eide,Fredriksentjernet 6,Martehavn,8249,Norge,NO,20000130-1280,+47,+4731903489,2000-01-30,True
Alf,Engen,Aliholtet 97,Sebastianstad,2239,Norge,NO,19760806-7952,+47,42 42 48 84,1976-08-06,True
Crystal,Lamb,Michael Streets 580,Andrewfurt,02009,Danmark,DK,19561120-1313,+45,5164912070,1956-11-20,True
Sofie,Hauge,Knutseneggen 806,Ragnhildborg,4936,Norge,NO,19970614-2026,+47,18 28 84 01,1997-06-14,True
Joakim,Holmgren,Skolgränd 975,Eskilstuna,50349,Sverige,SE,19840303-5441,+46,08-879 181 64,1984-03-03,True
Alexander,Göransson,Fabriksgatan 11,Motala,83042,Sverige,SE,19880807-9906,+46,08-965 48 46,1988-08-07,True
Helena,Mårtensson,Parkstigen 926,Jönköping,15777,Sverige,SE,19831218-4269,+46,+46 (0)00 30 13 38,1983-12-18,True
Samuli,Lindqvist,Chydeniuksenkuja 8,Puumala,38003,Finland,FI,19920506-089K,+358,0609177141,1992-05-06,True
Egil,Amundsen,Edvardsenfaret 01,Groøy,4718,Norge,NO,19491003-8057,47,94878304,1949-10-03,True
Timothy,Collier,Moreno Walk 900,Dicksonfurt,03629,Danmark,DK,19490321-0554,+45,7738533036,1949-03-21,True
Jacob,Jones,Perry Burg 549,Greenfurt,77067,Danmark,DK,19820606-5847,+45,913-883-2233x78243,1982-06-06,True
Helene,Johnsson,Industrivägen 9,Sundsvall,70046,Sverige,SE,19960806-6211,+46,0636-28 92 85,1996-08-06,True
Henrikki,Mattsson,Nordenskiöldinkuja 12,Isojoki,75240,Finland,FI,19771018-733A,+358,095 798 7994,1977-10-18,True
Carl,Danielsson,Kyrktorget 908,Skellefteå,53417,Sverige,SE,19901215-0069,+46,08-717 811 66,1990-12-15,True
Pia,Åström,Parkstigen 1,Gävle,53125,Sverige,SE,19870822-1325,+46,08-39 97 14,1987-08-22,True
Jukka,Karlsson,Degermosankuja 0,Kaustinen,54403,Finland,FI,19410514-716T,+358,094 960 1308,1941-05-14,True
Jarno,Nurminen,Gotlannintie 697,Lemland,67850,Finland,FI,19870119-610K,+358,+358739489246,1987-01-19,True
Ryan,Callahan,Hill Manor 023,West Barbara,59623,Danmark,DK,19400622-9000,+45,001-298-911-3200x9024,1940-06-22,True
Åke,Andersson,Bäckvägen 90,Kalmar,24434,Sverige,SE,19700613-9566,+46,039-68 26 41,1970-06-13,True
Jenni,Ahonen,Yläkaskenbulevardi 133,Toholampi,29012,Finland,FI,19910420-093J,+358,+358 221040856,1991-04-20,True
Rikard,Johansson,Ringgatan 945,Norrköping,55873,Sverige,SE,19950708-1028,+46,+46 (0)43 71 41 21,1995-07-08,True
Patrick,Evans,Amy Burg 12212,West Daniel,21648,Danmark,DK,19530622-4092,+45,(883)386-4387,1953-06-22,True
Margit,Åström,Bäckvägen 276,Eskilstuna,74079,Sverige,SE,19720823-3400,+46,011-51 54 49,1972-08-23,True
Mette,Halvorsen,Olsensvingen 284,Kristoffersen,7016,Norge,NO,19450521-8418,+47,66701864,1945-05-21,True
Jessica,Strömberg,Björkvägen 292,Jönköping,22390,Sverige,SE,19551222-3411,+46,08-070 59 07,1955-12-22,True
Tor,Fredriksen,Isaksengjerdet 5,Nygård,9903,Norge,NO,19480930-3063,+47,29107712,1948-09-30,True
Torbjørn,Svendsen,Hauglandstranda 2,Nilshelle,1154,Norge,NO,19950410-7659,+47,48994334,1995-04-10,True
Ellinor,Johansson,Ekgränd 60,Motala,69037,Sverige,SE,19410720-0494,+46,0212-79 25 49,1941-07-20,True
Sofie,Vik,Lundrøa 7,Bakken,9655,Norge,NO,19410718-4525,+47,908 44 366,1941-07-18,True
André,Nilsson,Skogsgatan 4,Karlstad,11077,Sverige,SE,19730329-7012,+46,08-48 24 20,1973-03-29,True
Kristoffer,Lie,Ødegårdskogen 1B,Nilsen,1743,Norge,NO,19570128-4196,+47,08428934,1957-01-28,True
Malin,Birkeland,Aasenkollen 6,Olastrøm,7712,Norge,NO,19950306-4141,+47,+4799899430,1995-03-06,True
Alexander,Aasen,Hellandjordet 548,Solveigdal,0759,Norge,NO,19791029-1813,+47,00753965,1979-10-29,True
Ruth,Olson,Rivera Islands 5385,Hillberg,27892,Danmark,DK,19670303-1383,+45,+1-902-728-1064,1967-03-03,True
Johan,Axelsson,Ekgränd 58,Gävle,40670,Sverige,SE,19730926-9238,46,08-016 35 03,1973-09-26,True
Carolina,Claesson,Furugatan 534,Skellefteå,71131,Sverige,SE,19670906-0035,+46,08-64 49 86,1967-09-06,True
Sean,Hernandez,Atkinson Field 024,Franciscoborough,10696,Danmark,DK,19590708-5763,+45,3528769577,1959-07-08,True
Sirpa,Suhonen,Haaksitie 67,Orivesi,82156,Finland,FI,20001015-192H,+358,+358 02 6739780,2000-10-15,True
Roland,Jonasson,Ängsvägen 933,Varberg,79283,Sverige,SE,19450625-9056,+46,0657-389 72,1945-06-25,True
Gunnar,Lindqvist,Villastigen 467,Stockholm,81383,Sverige,SE,19640720-7460,+46,007-26 96 31,1964-07-20,True
Sofia,Kangas,Haagan pappilankatu 5,Sipoo,31992,Finland,FI,19891028-493S,+358,0460417737,1989-10-28,True
Brian,Mendez,Thomas Freeway 86853,North Cassandraberg,09368,Danmark,DK,19861028-8320,+45,493.263.6881x8614,1986-10-28,True
Eva,Olsson,Furuvägen 2,Kalmar,34613,Sverige,SE,19430520-0650,+46,004-30 41 22,1943-05-20,True
Erica,Turner,Laura Turnpike 5013,Lake Ashleyport,53770,Danmark,DK,19731015-5636,+45,001-703-727-0227x3339,1973-10-15,True
Sonja,Blomqvist,Björkstigen 687,Borås,22820,Sverige,SE,19640606-1949,+46,08-771 234 03,1964-06-06,True
Andreas,Sandvik,Næssmarka 208,Hagen,1570,Norge,NO,19680411-5132,+47,478 59 038,1968-04-11,True
Michael,Marshall,White Mission 53322,Michaelfurt,19087,Danmark,DK,19940422-9746,+45,852-693-0015,1994-04-22,True
Edgar,Hughes,Terri Points 2033,Woodsburgh,87879,Danmark,DK,19480923-7116,+45,+1-852-889-3089x883,1948-09-23,True
Margareta,Möller,Ekgränd 2,Västerås,33080,Sverige,SE,19490223-8850,+46,0621-14 35 17,1949-02-23,True
Viktoria,Eriksson,Skogsvägen 383,Landskrona,56346,Sverige,SE,19520728-1580,+46,0382-68 42 05,1952-07-28,True
Jukka,Kiuru,Ehrensvärdinbulevardi 76,Toholampi,93108,Finland,FI,19961106-7687,+358,+358 91 0882134,1996-11-06,True
Ove,Nilsson,Kyrkogränd 34,Västerås,70377,Sverige,SE,19580621-8190,+46,08-515 942 40,1958-06-21,True
Margareta,Andersson,Grangatan 81,Falun,55370,Sverige,SE,19860911-4447,+46,0530-142 37,1986-09-11,True
Eva,Pettersson,Storstigen 315,Stockholm,74712,Sverige,SE,19550831-7299,+46,+46 (0)06 42 62 63,1955-08-31,True
Elise,Andresen,Jenssenalléen 77,Moen,3571,Norge,NO,19940514-8394,+47,+4718810702,1994-05-14,True
Lennart,Jönsson,Järnvägsstigen 0,Eskilstuna,28127,Sverige,SE,19860515-8256,+46,+46 (0)598 657 43,1986-05-15,True
Joakim,Berg,Nygårdgropa 77B,Johansen,5315,Norge,NO,19770802-5883,+47,99710127,1977-08-02,True
Monika,Johansson,Villavägen 8,Karlskrona,21293,Sverige,SE,19740525-2785,+46,08-806 59 87,1974-05-25,True
Jan,Eriksson,Strandtorget 1,Umeå,78583,Sverige,SE,19610114-6012,+46,039-73 38 16,1961-01-14,True
Jonny,Jonsson,Industrigatan 94,Nyköping,96003,Sverige,SE,20000514-3691,+46,+46 (0)8 435 855 12,2000-05-14,True
Camilla,Knudsen,Jørgensenalléen 7,Sæther,7247,Norge,NO,19520319-2628,+47,65572625,1952-03-19,True
Sigrid,Næss,Sørensenmarka 616,Einarborg,5770,Norge,NO,19910604-7546,+47,47166570,1991-06-04,True
Evelina,Jansson,Ekvägen 268,Karlstad,30600,Sverige,SE,19471229-2508,+46,031-54 97 01,1947-12-29,True
Irene,Karlsson,Stortorget 110,Östersund,49391,Sverige,SE,19600810-9433,+46,08-429 51 05,1960-08-10,True
Bruce,Nunez,Edwards Ranch 759,Lake Valerieville,60576,Danmark,DK,19590107-9807,+45,745.598.7428x3274,1959-01-07,True
Ragnhild,Karlsson,Idrottsgatan 848,Kristianstad,97785,Sverige,SE,19551207-6221,+45,0680-05 87 78,1955-12-07,True
Christer,Svensson,Ekgränd 252,Mölndal,20331,Sverige,SE,19570118-4716,+46,+46 (0)8 817 424 79,1957-01-18,True
Stephanie,Neal,Meagan Springs 815,West Mitchell,39917,Danmark,DK,19620721-1323,+45,+1-689-984-9373x383,1962-07-21,True
Dan,Eriksson,Björktorget 372,Varberg,73093,Sverige,SE,19620302-9252,+46,064-36 44 56,1962-03-02,True
Aina,Eriksson,Ängsgatan 2,Gävle,72886,Sverige,SE,19501223-2537,+46,+46 (0)8 449 419 22,1950-12-23,True
Agneta,Johansson,Björkgatan 15,Karlstad,81016,Sverige,SE,19540127-2014,+46,08-15 45 92,1954-01-27,True
Monica,Johansson,Villatorget 701,Gävle,98188,Sverige,SE,19610527-6887,+46,+46 (0)334 112 95,1961-05-27,True
Per,Isaksen,Ahmedringen 6,Elisestrand,4829,Norge,NO,19631201-3462,+47,32 02 67 73,1963-12-01,True
Kerstin,Persson,Skolgatan 1,Falun,78536,Sverige,SE,19600817-5673,+46,0720-96 26 62,1960-08-17,True
Turid,Dahl,Antonsenvika 00,Lunde,8408,Norge,NO,19930512-8355,+47,38 80 95 48,1993-05-12,True
Kristoffer,Haugland,Mathisentjernet 8,Martinberg,8248,Norge,NO,19640628-2640,+47,39431634,1964-06-28,True
Hannele,Pesonen,Haakoninlahdenkatu 2,Kouvola,08755,Finland,FI,19530502-117T,+358,072 570 6110,1953-05-02,True
Asbjørn,Fredriksen,Næssstien 66,Ellingsen,9908,Norge,NO,19420905-5183,+47,95770339,1942-09-05,True
Elin,Eriksson,Järnvägsvägen 4,Mölndal,97075,Sverige,SE,19960601-4028,+46,08-57 32 61,1996-06-01,False
Rita,Sæther,Tangenjordet 35A,Sandvik,4552,Norge,NO,19740830-7549,+47,35268484,1974-08-30,True
Linnéa,Lundgren,Kvarnstigen 0,Östersund,35559,Sverige,SE,19741009-9724,+46,0765-265 58,1974-10-09,True
Nora,Fredriksen,Haugbakken 2B,Lailanes,3578,Norge,NO,19540523-6057,+47,446 22 008,1954-05-23,True
Karoline,Paulsen,Olsenkroken 2,Nilsen,4253,Norge,NO,19961018-4679,+47,34 12 64 67,1996-10-18,True
Eleonora,Olsson,Furugränd 3,Alingsås,69206,Sverige,SE,19660526-5424,+46,08-167 144 05,1966-05-26,True
Silje,Thorsen,Christensenmyra 34C,Birkeland,9794,Norge,NO,19821223-3896,+47,934 77 878,1982-12-23,True
Anders,Svensson,Kvarngränd 93,Örebro,96083,Sverige,SE,19401219-6920,+46,+46 (0)96 84 07 36,1940-12-19,True
Roger,Eide,Gulbrandsenroa 33,Sarasjøen,4889,Norge,NO,19610312-2374,+47,15 42 69 40,1961-03-12,True
Santeri,Viitala,Runokyläntie 538,Karijoki,93516,Finland,FI,19850127-340Y,+358,+358 395222200,1985-01-27,True
Sydney,Byrd,Jody Crest 54739,Port Steven,20880,Danmark,DK,19820623-2744,+45,4414631155,1982-06-23,True
Josefiina,Nurminen,Damaskuksenkuja 28,Enontekiö,92063,Finland,FI,19510504-178T,+358,037 325 5799,1951-05-04,True
Ulf,Blomqvist,Granvägen 57,Trelleborg,49130,Sverige,SE,19580216-4933,+46,+46 (0)8 845 276 47,1958-02-16,True
Johan,Knudsen,Iversenrøa 446,Ellingsen,3556,Norge,NO,19971109-7159,+47,930 66 533,1997-11-09,True
Kevin,Munoz,Johnson Manor 30931,Gonzalesberg,23319,Danmark,DK,19991015-7716,+45,(967)893-6037x185,1999-10-15,True
Peter,Nilsson,Genvägen 335,Norrköping,75642,Sverige,SE,19680822-1665,+46,0872-65 34 55,1968-08-22,True
Jane,Garcia,Susan Gardens 2296,East Thomas,82020,Danmark,DK,19461230-8648,+45,001-900-659-0674x5319,1946-12-30,True
Terttu,Laakso,Ylipalonbulevardi 27,Kangasala,89874,Finland,FI,19910719-742Y,+358,+358007519251,1991-07-19,True
Cody,Obrien,Rachel Path 856,North Andrew,92875,Danmark,DK,19690225-8694,+45,(820)790-8321,1969-02-25,True
Lennart,Nilsson,Gengatan 455,Trelleborg,17643,Sverige,SE,19860616-4573,+46,08-476 871 73,1986-06-16,True
Ragnhild,Evensen,Nygårdåsen 36F,Tangen,1860,Norge,NO,19900213-9502,+47,64 96 20 15,1990-02-13,True
Kristina,Larsson,Idrottsgatan 58,Karlstad,72578,Sverige,SE,19990715-6965,+46,+46 (0)05 66 14 27,1999-07-15,True
Torbjörn,Mattsson,Backgatan 23,Nyköping,96160,Sverige,SE,19620809-9118,+46,0276-900 75,1962-08-09,True
Elise,Pettersen,Halvorsenhavna 308,Olavåg,0462,Norge,NO,19420319-6577,+47,+47 45 76 42 57,1942-03-19,True
Tor,Jørgensen,Nilsenvika 020,Gulbrandsen,5032,Norge,NO,19461106-6381,+47,96859294,1946-11-06,True
Seppo,Hirvonen,Agnetantie 6,Taipalsaari,87299,Finland,FI,19430801-376U,+358,090 071 4817,1943-08-01,True
Anders,Johansson,Furuvägen 1,Örnsköldsvik,22499,Sverige,SE,19990411-2580,+46,0735-213 41,1999-04-11,True
Margareta,Andersson,Fabrikstorget 22,Borås,22035,Sverige,SE,19421216-5593,+46,066-77 60 88,1942-12-16,True
Annikki,Saastamoinen,Saanatunturinpolku 265,Imatra,78224,Finland,FI,19520720-486M,+358,031 546 4118,1952-07-20,True
Angela,Garrett,Amanda Views 4351,East Alexanderview,17688,Danmark,DK,19710815-8161,+45,297-778-3296,1971-08-15,True
Therese,Klasson,Granvägen 02,Karlskrona,57642,Sverige,SE,19700920-3385,+46,08-01 64 87,1970-09-20,True
Sindre,Moen,Solheimeggen 42,Kristoffersen,3890,Norge,NO,19840716-3853,+47,996 45 728,1984-07-16,True
Åsa,Nilsson,Järnvägstorget 708,Borås,52483,Sverige,SE,19680226-4622,+46,08-089 22 26,1968-02-26,True
Leif,Johansson,Åkergatan 68,Helsingborg,26712,Sverige,SE,19490213-7655,+46,017-630 03 00,1949-02-13,True
